type,lib,jour,nb,code,Code,flag_url
country,Somalia,2020-02-27,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-02-28,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-02-29,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-01,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-02,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-03,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-04,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-05,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-06,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-07,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-08,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-09,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-10,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-11,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-12,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-13,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-14,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-15,0,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-16,1,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-17,1,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-18,1,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-19,1,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-20,1,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-21,1,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-22,1,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-23,1,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-24,1,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-25,1,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-26,2,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-27,3,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-28,3,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-29,3,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-30,3,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,Somalia,2020-03-31,5,SO,so,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/so.svg
country,South Africa,2020-01-22,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-01-23,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-01-24,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-01-25,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-01-26,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-01-27,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-01-28,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-01-29,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-01-30,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-01-31,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-01,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-02,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-03,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-04,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-05,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-06,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-07,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-08,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-09,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-10,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-11,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-12,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-13,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-14,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-15,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-16,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-17,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-18,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-19,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-20,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-21,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-22,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-23,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-24,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-25,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-26,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-27,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-28,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-02-29,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-01,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-02,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-03,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-04,0,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-05,1,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-06,1,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-07,1,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-08,3,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-09,3,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-10,7,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-11,13,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-12,17,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-13,24,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-14,38,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-15,51,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-16,62,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-17,62,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-18,116,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-19,150,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-20,202,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-21,240,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-22,274,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-23,402,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-24,554,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-25,709,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-26,927,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-27,1170,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-28,1187,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-29,1280,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-30,1326,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,South Africa,2020-03-31,1353,ZA,za,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/za.svg
country,Spain,2020-01-22,0,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-01-23,0,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-01-24,0,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-01-25,0,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-01-26,0,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-01-27,0,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-01-28,0,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-01-29,0,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-01-30,0,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-01-31,0,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-01,1,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-02,1,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-03,1,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-04,1,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-05,1,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-06,1,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-07,1,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-08,1,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-09,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-10,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-11,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-12,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-13,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-14,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-15,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-16,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-17,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-18,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-19,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-20,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-21,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-22,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-23,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-24,2,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-25,6,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-26,13,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-27,15,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-28,32,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-02-29,45,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-01,84,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-02,120,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-03,165,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-04,222,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-05,259,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-06,400,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-07,500,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-08,673,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-09,1073,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-10,1695,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-11,2277,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-12,2277,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-13,5232,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-14,6391,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-15,7798,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-16,9942,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-17,11748,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-18,13910,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-19,17963,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-20,20410,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-21,25374,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-22,28768,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-23,35136,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-24,39885,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-25,49515,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-26,57786,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-27,65719,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-28,73235,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-29,80110,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-30,87956,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Spain,2020-03-31,95923,ES,es,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/es.svg
country,Sri Lanka,2020-01-22,0,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-01-23,0,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-01-24,0,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-01-25,0,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-01-26,0,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-01-27,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-01-28,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-01-29,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-01-30,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-01-31,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-01,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-02,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-03,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-04,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-05,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-06,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-07,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-08,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-09,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-10,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-11,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-12,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-13,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-14,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-15,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-16,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-17,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-18,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-19,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-20,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-21,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-22,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-23,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-24,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-25,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-26,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-27,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-28,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-02-29,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-01,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-02,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-03,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-04,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-05,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-06,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-07,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-08,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-09,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-10,1,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-11,2,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-12,2,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-13,6,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-14,10,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
country,Sri Lanka,2020-03-15,18,LK,lk,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/lk.svg
