type,lib,jour,nb,code,Code,flag_url
country,Andorra,2020-01-25,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-01-26,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-01-27,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-01-28,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-01-29,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-01-30,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-01-31,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-01,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-02,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-03,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-04,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-05,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-06,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-07,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-08,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-09,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-10,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-11,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-12,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-13,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-14,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-15,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-16,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-17,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-18,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-19,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-20,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-21,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-22,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-23,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-24,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-25,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-26,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-27,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-28,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-02-29,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-01,0,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-02,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-03,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-04,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-05,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-06,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-07,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-08,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-09,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-10,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-11,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-12,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-13,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-14,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-15,1,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-16,2,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-17,39,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-18,39,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-19,53,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-20,75,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-21,88,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-22,113,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-23,133,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-24,164,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-25,188,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-26,224,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-27,267,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-28,308,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-29,334,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-30,370,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Andorra,2020-03-31,376,AD,ad,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ad.svg
country,Angola,2020-01-22,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-01-23,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-01-24,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-01-25,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-01-26,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-01-27,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-01-28,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-01-29,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-01-30,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-01-31,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-01,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-02,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-03,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-04,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-05,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-06,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-07,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-08,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-09,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-10,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-11,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-12,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-13,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-14,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-15,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-16,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-17,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-18,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-19,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-20,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-21,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-22,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-23,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-24,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-25,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-26,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-27,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-28,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-02-29,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-01,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-02,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-03,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-04,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-05,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-06,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-07,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-08,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-09,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-10,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-11,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-12,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-13,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-14,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-15,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-16,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-17,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-18,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-19,0,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-20,1,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-21,2,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-22,2,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-23,3,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-24,3,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-25,3,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-26,4,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-27,4,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-28,5,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-29,7,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-30,7,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Angola,2020-03-31,7,AO,ao,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ao.svg
country,Antigua and Barbuda,2020-01-22,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-01-23,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-01-24,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-01-25,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-01-26,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-01-27,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-01-28,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-01-29,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-01-30,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-01-31,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-01,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-02,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-03,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-04,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-05,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-06,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-07,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-08,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-09,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-10,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-11,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-12,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-13,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-14,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-15,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-16,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-17,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-18,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-19,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-20,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-21,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-22,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-23,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-24,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-25,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-26,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-27,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-28,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-02-29,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-01,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-02,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-03,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-04,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-05,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-06,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-07,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-08,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-09,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-10,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-11,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-12,0,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-13,1,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-14,1,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-15,1,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-16,1,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-17,1,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-18,1,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-19,1,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-20,1,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-21,1,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-22,1,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-23,3,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-24,3,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-25,3,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-26,7,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-27,7,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
country,Antigua and Barbuda,2020-03-28,7,AG,ag,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ag.svg
